artists,duration_ms,explicit,id,key,modified_query,name,num_weeks,popularity,release_date,search_query,uri
,203293.0,False,,Jason Aldean,,Any Ol' Barstool,12,,2016-09-09,jason aldean they don't know,spotify:track:4T5Z4mbTe7kuGqgLpaRtTh
,196800.0,False,,Jason Aldean,,You Make It Easy,20,,2018-01-26,jason aldean you make it easy,spotify:track:2ZxTjs4EdJl4Y9YByIiNoo
,216408.0,True,,"Jason Derulo, Nicki Minaj, Ty Dolla $ign",,Swalla (feat. Nicki Minaj & Ty Dolla $ign),20,,2017-02-23,jason derulo swalla,spotify:track:6kex4EBAj0WHXDKZMEJaaF
,229670.0,True,,"Jay Rock, Kendrick Lamar, Future, James Blake",,"King's Dead (with Kendrick Lamar, Future & James Blake)",20,,2018-01-12,"jay rock, kendrick lamar, future king's dead",spotify:track:51rXHuKN8Loc4sUlKPODgH
,213750.0,False,,"Jennifer Lopez, DJ Khaled, Cardi B",,Dinero,1,,2018-05-17,jennifer lopez dinero,spotify:track:22mQXNE0nCuWq4yOwcadIn
,276960.0,True,,"Jhene Aiko, Swae Lee",,Sativa,16,,2017-09-22,jhene aiko sativa,spotify:track:2pg2TiYo9Rb8KeB5JjP7jS
,210293.0,False,,John Legend,,Love Me Now,5,,2016-12-02,john legend love me now,spotify:track:6nxQdXa1uAL0rY72wPZu89
,217603.0,True,,Jon Bellion,,All Time Low,6,,2016-06-10,jon bellion all time low,spotify:track:0SuLAslEMFZAXf0SwY7syi
,201893.0,False,,Jon Pardi,,Dirt On My Boots,12,,2016-05-13,jon pardi dirt on my boots,spotify:track:7f08qp3HROTkfrtNpiYGGo
,205200.0,False,,Jon Pardi,,Heartache On The Dance Floor,18,,2016-05-13,jon pardi heartache on the dance floor,spotify:track:0w3Q14i073jLoew1hgJkwD
,182666.0,False,,Jordan Davis,,Singles You Up,19,,2018-03-23,jordan davis singles you up,spotify:track:4LiMQ6G9n84rDUBs9wtwz6
,182066.0,False,,José Feliciano,,Feliz Navidad,1,,2002-09-24,jose feliciano feliz navidad,spotify:track:0oPdaY4dXtc3ZsaG17V972
,215080.0,False,,Josh Turner,,Hometown Girl,16,,2017-03-10,josh turner hometown girl,spotify:track:5C6uh95eAL0RBTSGXKQwvk
,219733.0,True,,"Joyner Lucas, Chris Brown",,Stranger Things,1,,2018-02-25,joyner lucas stranger things,spotify:track:34I0nBvoE0ZXmqbKiJ5BWS
,165819.0,True,,Juice WRLD,,All Girls Are The Same,8,,2018-12-10,juice wrld all girls are the same,spotify:track:4VXIryQMWpIdGgYR4TrjT1
,191840.0,True,,Juice WRLD,,Legends,1,,2018-06-22,juice wrld legends,spotify:track:1Knctxx9vGZxpZfF66BIEa
,239835.0,True,,Juice WRLD,,Lucid Dreams,8,,2018-12-10,juice wrld lucid dreams,spotify:track:285pBltuF7vW8TeWk8hdRR
,176320.0,False,,Julia Michaels,,Issues,28,,2017-07-28,julia michaels issues,spotify:track:7vu0JkJh0ldukEYbTVcqd0
,189466.0,False,,"Justin Bieber, BloodPop®",,Friends (with BloodPop®),10,,2017-08-17,justin bieber + bloodpop friends,spotify:track:7iNIg7XDEaYECfWD5dJ9Va
,165173.0,False,,Justin Moore,,Somebody Else Will,13,,2016-01-01,justin moore somebody else will,spotify:track:3n2A6l4UayVe3GGKCvfQWV
,237546.0,False,,Justin Timberlake,,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",14,,2016-09-23,justin timberlake can't stop the feeling!,spotify:track:1WkMMavIMc4JZ8cfMmxHkI
,293946.0,False,,Justin Timberlake,,Filthy,6,,2018-01-05,justin timberlake filthy,spotify:track:1L3NV7VrCiuE8C5QlhdeQL
,278893.0,False,,"Justin Timberlake, Chris Stapleton",,Say Something,1,,2018-02-02,justin timberlake man of the woods,spotify:track:1LhMopPAallLeaeNutqbgS
,278893.0,False,,"Justin Timberlake, Chris Stapleton",,Say Something,16,,2018-01-25,justin timberlake say something,spotify:track:09ts3GnICqYEU5PkQCpJK3
,225600.0,False,,Justin Timberlake,,Supplies,2,,2018-02-02,justin timberlake supplies,spotify:track:6jT85s2dZ55HBqjXYi2rfI
,153351.0,True,,"KIDS SEE GHOSTS, Louis Prima",,4th Dimension,1,,2018-06-08,kids see ghosts 4th dimension,spotify:track:6JyEh4kl9DLwmSAoNDRn5b
,197000.0,True,,KIDS SEE GHOSTS,,Cudi Montage,1,,2018-06-08,kids see ghosts cudi montage,spotify:track:4kUZvXB3LC3an3HX6h0s17
,165053.0,True,,"KIDS SEE GHOSTS, Pusha T",,Feel The Love,1,,2018-06-08,kids see ghosts feel the love,spotify:track:3aUFrxO1B8EW63QchEl3wX
,140526.0,True,,KIDS SEE GHOSTS,,Fire,1,,2018-06-08,kids see ghosts fire,spotify:track:7oHkit3F3vimtsBbnZkU0G
,206605.0,True,,"KIDS SEE GHOSTS, Ty Dolla $ign",,Freeee (Ghost Town Pt. 2),1,,2018-06-08,"kids see ghosts freeee (ghost town, pt. 2)",spotify:track:7GRTrWsP3yo2Fx8umJfA1X
,324674.0,True,,KIDS SEE GHOSTS,,Reborn,1,,2018-06-08,kids see ghosts kids see ghosts,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
,324674.0,True,,KIDS SEE GHOSTS,,Reborn,2,,2018-06-08,kids see ghosts reborn,spotify:track:4RVbK6cV0VqWdpCDcx3hiT
,253106.0,True,,"KYLE, Lil Yachty",,iSpy (feat. Lil Yachty),25,,2016-12-02,kyle ispy,spotify:track:2EEeOnHehOozLq4aS0n6SL
,213706.0,False,,KALEO,,Way Down We Go,3,,2016-06-10,kaleo way down we go,spotify:track:0y1QJc3SJVPKJ1OvFmFqe6
,191733.0,False,,Kane Brown,,Found You,1,,2017-10-06,kane brown found you,spotify:track:4iLeL1aYGcQBsYcWIhXIUO
,179506.0,False,,Kane Brown,,Heaven,27,,2017-10-06,kane brown heaven,spotify:track:1HXy5I3HTWq8OvxCn0z7G7
,178986.0,False,,Kane Brown,,Lose It,1,,2018-11-09,kane brown lose it,spotify:track:5tFgCPC2Hdw4qu9b7RkWhR
,188253.0,False,,"Kane Brown, Lauren Alaina",,What Ifs,23,,2016-12-02,kane brown what ifs,spotify:track:7zVCrzzEJU7u24sbJPXA5W
,145506.0,True,,Kanye West,,All Mine,5,,2018-06-01,kanye west all mine,spotify:track:3U21A07gAloCc4P7J8rxcn
,271386.0,True,,"Kanye West, PARTYNEXTDOOR",,Ghost Town,2,,2018-06-01,kanye west ghost town,spotify:track:7vgTNTaEz3CsBZ1N4YQalM
,274186.0,True,,Kanye West,,I Thought About Killing You,1,,2018-06-01,kanye west i thought about killing you,spotify:track:0yhxBvedRdGxsPZHJNI4VA
,123040.0,True,,Kanye West,,No Mistakes,1,,2018-06-01,kanye west no mistakes,spotify:track:35KV2Nuib6jPMVN00O8iba
,215320.0,True,,Kanye West,,Violent Crimes,2,,2018-06-01,kanye west violent crimes,spotify:track:3s7MCdXyWmwjdcWh7GWXas
,205546.0,True,,"Kanye West, PARTYNEXTDOOR",,Wouldn't Leave,2,,2018-06-01,kanye west wouldn't leave,spotify:track:1nGoy0cEj0extAwXYNYTWd
,202641.0,True,,Kanye West,,Ye vs. the People (starring TI as the People),1,,2018-04-28,kanye west ye vs the people,spotify:track:69b0SDYOymaqYwm3la237H
,188773.0,True,,Kanye West,,Yikes,5,,2018-06-01,kanye west yikes,spotify:track:1qsHYUd2c1wFGcn7e63QmG
,227813.0,False,,"Katy Perry, Migos",,Bon appétit,6,,2017-06-09,katy perry bon appetit,spotify:track:4rHmKlFRiFzabiVO6e9w2e
,237733.0,False,,"Katy Perry, Skip Marley",,Chained To The Rhythm,15,,2017-06-09,katy perry chained to the rhythm,spotify:track:7qvxFz3JodM0A7xEM7k3YD
,242520.0,True,,"Katy Perry, Nicki Minaj",,Swish Swish,10,,2017-06-09,katy perry swish swish,spotify:track:3OtMnyUaiipcAT23A8liyi
,234706.0,False,,"Keala Settle, The Greatest Showman Ensemble",,This Is Me,14,,2017-12-08,keala settle this is me,spotify:track:45aBsnKRWUzhwbcqOJLwfe
,230600.0,False,,Keith Urban,,Blue Ain't Your Color,1,,2016-05-06,keith urban blue ain't your color,spotify:track:6wycnu8FWXsj68ig7BEot9
,213938.0,False,,"Keith Urban, Julia Michaels",,Coming Home,2,,2018-04-27,keith urban coming home,spotify:track:4pWb8UZ6IPVJA3CPjCNgzq
,195316.0,False,,Keith Urban,,Female,6,,2018-04-27,keith urban female,spotify:track:1t34UsQ634a233qysq6D6L
,184040.0,False,,"Keith Urban, Carrie Underwood",,The Fighter,22,,2016-05-06,keith urban the fighter,spotify:track:5OUSPcqhYTOzpbXzoEvKim
,172426.0,False,,Kelly Clarkson,,Love So Soft,13,,2017-10-27,kelly clarkson love so soft,spotify:track:16QN8cBubEq706vNtPpOME
,244466.0,False,,Kelsea Ballerini,,Legends,11,,2018-10-26,kelsea ballerini legends,spotify:track:6vlxmQGwmlyp07YjkugV6K
,194413.0,False,,Kelsea Ballerini,,Yeah Boy,13,,2015-05-18,kelsea ballerini yeah boy,spotify:track:2WaOQWSv0D1tZNxyLvnGAI
,232186.0,True,,"Kendrick Lamar, SZA",,All The Stars (with SZA),21,,2018-02-09,kendrick lamar all the stars,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s
,221826.0,True,,"Kendrick Lamar, Travis Scott",,Big Shot (with Travis Scott),2,,2018-02-09,kendrick lamar big shot,spotify:track:5cXg9IQS34FzLVdHhp7hu7
,211440.0,True,,"The Weeknd, Kendrick Lamar",,Pray For Me (with Kendrick Lamar),1,,2018-02-09,kendrick lamar black panther,spotify:track:77UjLW8j5UAGAGVGhR5oUK
,118066.0,True,,Kendrick Lamar,,BLOOD.,1,,2017-04-14,kendrick lamar blood.,spotify:track:1n4jwRVXdkK2U34nBDUKKT
,185946.0,True,,Kendrick Lamar,,DNA.,20,,2017-04-14,kendrick lamar dna.,spotify:track:6HZILIRieu8S0iqY8kIKhj
,248613.0,True,,Kendrick Lamar,,DUCKWORTH.,1,,2017-04-14,kendrick lamar duckworth.,spotify:track:0y9uTzK9cNKSAEHnpeRG8C
,208733.0,True,,Kendrick Lamar,,ELEMENT.,11,,2017-04-14,kendrick lamar element.,spotify:track:1EaKU4dMbesXXd3BrLCtYG
,460573.0,True,,Kendrick Lamar,,FEAR.,2,,2017-04-14,kendrick lamar fear.,spotify:track:23luOrEVHMfoX0AhfbQuS6
,214826.0,True,,Kendrick Lamar,,FEEL.,2,,2017-04-14,kendrick lamar feel.,spotify:track:2LTlO3NuNVN70lp2ZbVswF
,248826.0,True,,Kendrick Lamar,,GOD.,2,,2017-04-14,kendrick lamar god.,spotify:track:5p3NP9mQblDsVJLdfNZJ3I
,177000.0,True,,Kendrick Lamar,,HUMBLE.,37,,2017-04-14,kendrick lamar humble.,spotify:track:7KXjTSCq5nL1LoYtL7XAwS
,213400.0,True,,"Kendrick Lamar, Zacari",,LOVE. FEAT. ZACARI.,39,,2017-04-14,kendrick lamar love.,spotify:track:6PGoSes0D9eUDeeAafB2As
,227360.0,True,,"Kendrick Lamar, Rihanna",,LOYALTY. FEAT. RIHANNA.,26,,2017-04-14,kendrick lamar loyalty.,spotify:track:6SwRhMLwNqEi6alNPVG00n
,307880.0,True,,Kendrick Lamar,,LUST.,2,,2017-04-14,kendrick lamar lust.,spotify:track:06FCvd7rrRcF3DdvWH5Isp
,275253.0,True,,Kendrick Lamar,,PRIDE.,2,,2017-04-14,kendrick lamar pride.,spotify:track:6IZvVAP7VPPnsGX6bvgkqg
,289869.0,False,,Karaoke Pro,,The Heart Part 4 (Originally Performed by Kendrick Lamar) - Instrumental Version,2,,2017-04-12,kendrick lamar the heart part 4,spotify:track:3VZf7aAduaJnQjqTIinfCv
,254200.0,True,,"Kendrick Lamar, U2",,XXX. FEAT. U2.,3,,2017-04-14,kendrick lamar xxx.,spotify:track:4iYRa2btalAzPZoSYfROqF
,160293.0,True,,Kendrick Lamar,,YAH.,3,,2017-04-14,kendrick lamar yah.,spotify:track:4BHSjbYylfOH5WAGusDyni
,212893.0,False,,Kenny Chesney,,All the Pretty Girls,14,,2017-04-28,kenny chesney all the pretty girls,spotify:track:66pxmg3Jhjm09tHoWR1wVR
,207306.0,False,,Kenny Chesney,,Bar at the End of the World,1,,2017-04-28,kenny chesney bar at the end of the world,spotify:track:2flWhcGYxQHhb1EeeU2dOL
,199625.0,False,,Kenny Chesney,,Get Along,13,,2018-07-27,kenny chesney get along,spotify:track:6n6OQfBpCgzF9oEg8zhBN7
,217546.0,False,,Kesha,,Learn To Let Go,1,,2017-08-11,kesha learn to let go,spotify:track:1g1TeDflB6atAy7HKwrzXu
,230266.0,False,,Kesha,,Praying,21,,2017-08-11,kesha praying,spotify:track:0jdny0dhgjUwoIp5GkqEaA
,196360.0,True,,"Kesha, The Dap-Kings Horns",,Woman,1,,2017-08-11,kesha woman,spotify:track:1kJtfldK9F7XmsSiSNlbth
,205861.0,True,,Kevin Gates,,Change Lanes,1,,2018-05-16,kevin gates change lanes,spotify:track:59XHPyb0MTMElZpkG0Wp69
,195455.0,True,,Kevin Gates,,Let It Sing,1,,2018-05-16,kevin gates let it sing,spotify:track:090R9OdFMbQQksvwuXmNEY
,219080.0,False,,Khalid,,Location,40,,2017-04-27,khalid location,spotify:track:152lZdxL1OR0ZMW6KquMif
,201707.0,False,,"Khalid, Normani",,Love Lies (with Normani),20,,2018-02-14,khalid love lies,spotify:track:45Egmo7icyopuzJN0oMEdk
,238893.0,True,,"Khalid, Swae Lee",,The Ways (with Swae Lee),3,,2018-02-09,khalid the ways,spotify:track:5jyyPsIGM2yqkZN9R3TmvN
,202546.0,False,,Khalid,,Young Dumb & Broke,35,,2017-04-27,khalid young dumb & broke,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY
,263013.0,True,,"Khalid, 6LACK, Ty Dolla $ign",,OTW,10,,2018-04-20,"khalid, ty dolla $ign otw",spotify:track:6Hgh47WXVKtXN5zGOu0hjI
,154706.0,False,,Kip Moore,,More Girls Like You,12,,2017-09-08,kip moore more girls like you,spotify:track:73WWkaWkIRSP3MYGZ14aY4
,264531.0,True,,"Kodak Black, Lil Wayne",,Codeine Dreaming (feat. Lil Wayne),13,,2017-11-24,kodak black codeine dreaming,spotify:track:4DTpngLjoHj5gFxEZFeD3J
,219753.0,True,,"Kodak Black, Future",,Conscience (feat. Future),1,,2017-03-31,kodak black conscience,spotify:track:16dXg2YuFOxwDC3cTf5jde
,186592.0,True,,Kodak Black,,Everything 1k,1,,2016-06-10,kodak black everything 1k,spotify:track:78AucGxdmVa4Bx6HwDPOS4
,180000.0,True,,Kodak Black,,First Day Out,1,,2017-06-16,kodak black first day out,spotify:track:7AAnFzBtOlgoYceCQoLRUR
,198109.0,True,,Kodak Black,,Patty Cake,3,,2017-03-31,kodak black patty cake,spotify:track:0bXFIF7iL17TYLyx8JHziM
,213132.0,True,,"Kodak Black, XXXTENTACION",,Roll In Peace (feat. XXXTENTACION),25,,2017-08-18,kodak black roll in peace,spotify:track:40oKW22ZNNkEdZLJTScaQI
,169344.0,True,,Kodak Black,,Transportin',16,,2017-08-18,kodak black transportin',spotify:track:1WIZiOuNO3woKfdlSK2gNn
,268186.0,True,,Kodak Black,,Tunnel Vision,20,,2017-03-31,kodak black tunnel vision,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4
,228661.0,False,,Kris Wu,,Like That,1,,2018-05-18,kris wu like that,spotify:track:4caEPudXQ1xDd1garjHPFv
,193320.0,False,,"Kygo, Imagine Dragons",,Born To Be Yours,2,,2018-06-15,kygo born to be yours,spotify:track:0WVAQaxrT0wsGEG4BCVSn2
,193511.0,False,,"Kygo, Ellie Goulding",,First Time,1,,2017-04-28,kygo first time,spotify:track:2Gl0FzuLxflY6nPifJp5Dr
,222573.0,False,,LANCO,,Greatest Love Story,20,,2018-01-19,lanco greatest love story,spotify:track:2yQZwi1P8AkkxxFhQ8rMEK
,181000.0,False,,Lady Antebellum,,You Look Good,20,,2017-06-09,lady antebellum you look good,spotify:track:1dFLowBW25EaL2OC7eKEa2
,294573.0,True,,Lady Gaga,,Bad Romance,1,,2009,lady gaga bad romance,spotify:track:5P5cGNzqh6A353N3ShDK6Y
,205280.0,False,,Lady Gaga,,Million Reasons,9,,2016-10-21,lady gaga million reasons,spotify:track:7dZ1Odmx9jWIweQSatnRqo
,211363.0,False,,Lady Gaga,,The Cure,14,,2017-04-16,lady gaga the cure,spotify:track:34oB5r0lcN3fYWCs2uA1k5
,272742.0,False,,Lana Del Rey,,Love,2,,2017-07-21,lana del rey love,spotify:track:2Kerz9H9IejzeIpjhDJoYG
,272742.0,False,,Lana Del Rey,,Love,1,,2017-07-21,lana del rey lust for life,spotify:track:2Kerz9H9IejzeIpjhDJoYG
,216266.0,False,,Lauren Alaina,,Road Less Traveled,11,,2017-01-27,lauren alaina road less traveled,spotify:track:4nxgA1nvXvTkmsBY0vJV57
,187823.0,False,,Lauren Duski,,Deja Vu - The Voice Performance,1,,2017-05-24,lauren duski deja vu,spotify:track:4xTNksNuXORn62bGXsGZXd
,212757.0,False,,Lauren Duski,,Ghost In This House - The Voice Performance,1,,2017-05-24,lauren duski ghost in this house,spotify:track:6cl1vl6OU6RLr1C56wOn21
,210732.0,False,,Lauren Duski,,The Dance - The Voice Performance,1,,2017-05-24,lauren duski the dance,spotify:track:1HQtmjBwA4257dxNTvG5Rt
,197436.0,False,,Lauv,,I Like Me Better,21,,2017-05-19,lauv i like me better,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9
,198973.0,False,,Lee Brice,,Boy,1,,2017-11-03,lee brice boy,spotify:track:7A8OfzqXBHYGk61FZTHoeo
,188346.0,False,,Liam Payne,,Bedroom Floor,1,,2017-10-20,liam payne bedroom floor,spotify:track:1OG4nxGMy72EklX2DwcN3Z
,244600.0,False,,"Liam Payne, Rita Ora",,For You (Fifty Shades Freed),3,,2018-11-23,liam payne for you (fifty shades freed),spotify:track:1YQPmgqj0dhqOcrkfuHHKj
,204502.0,False,,"Liam Payne, Quavo",,Strip That Down,28,,2017-05-18,liam payne strip that down,spotify:track:4Ro98RCK90oHqqSZUnTFq5
,247054.0,True,,"Lil Baby, Gunna, Lil Uzi Vert",,Life Goes On,6,,2018-05-18,lil baby life goes on,spotify:track:2bSk87AVkCIIC3Bcligq1z
,317701.0,True,,"Quality Control, Lil Baby, Kodak Black, Quavo, Moneybagg Yo",,My Dawg,6,,2017-12-08,lil baby my dawg,spotify:track:49K3jbwZmZKaDGTfjpIVg0
,173437.0,True,,Lil Baby,,Southside,1,,2018-05-18,lil baby southside,spotify:track:5lf3ajySox32qFvGEf2TFM
,142273.0,True,,"Lil Baby, Drake",,Yes Indeed,8,,2018-05-18,lil baby yes indeed,spotify:track:6vN77lE9LK6HP2DewaN6HZ
,216631.0,True,,"Lil Dicky, Chris Brown",,Freaky Friday (feat. Chris Brown),16,,2018-03-15,lil dicky freaky friday,spotify:track:10Igtw8bSDyyFs7KIsKngZ
,214426.0,True,,"Lil Peep, Lil Tracy",,Awful Things,1,,2017-08-15,lil peep awful things,spotify:track:7Hr2XoaGpIMKbNXCZDZ3le
,181714.0,True,,Lil Pump,,Esskeetit,12,,2018-04-13,lil pump esskeetit,spotify:track:44KKhCyI0BGS6LvVyDqJtH
,124055.0,True,,Lil Pump,,Gucci Gang,23,,2017-10-06,lil pump gucci gang,spotify:track:43ZyHQITOjhciSUUNPVRHc
,211200.0,True,,"Lil Skies, Yung Pinch",,I Know You (feat. Yung Pinch),3,,2018-05-31,lil skies i know you,spotify:track:5Cg98kiDYtCEHmjcKD0CJD
,156000.0,True,,Lil Skies,,Lust,4,,2017-12-12,lil skies lust,spotify:track:7oJrVhiTPZGBXWPwhxjy9S
,203907.0,True,,"Lil Skies, Landon Cube",,Nowadays (feat. Landon Cube),13,,2017-12-20,lil skies nowadays,spotify:track:689uBlyIufk2LUhAwjny4w
,262544.0,True,,"Lil Skies, Landon Cube",,Red Roses (feat. Landon Cube),20,,2017-12-12,lil skies red roses,spotify:track:3ZhTT6yjZwpPph5MIJ53XY
,247347.0,True,,Lil Uzi Vert,,444+222,3,,2017-08-25,lil uzi vert 444+222,spotify:track:1QgTBfRN5m81a5K01qens6
,173419.0,True,,Lil Uzi Vert,,Dark Queen,2,,2017-08-25,lil uzi vert dark queen,spotify:track:2ZdCrBA52bb4pIG3tOOZiQ
,177048.0,True,,Lil Uzi Vert,,For Real,1,,2017-08-25,lil uzi vert for real,spotify:track:3tcoEYOZUHKB3RKNByIN13
,258789.0,True,,"Lil Uzi Vert, Pharrell Williams",,Neon Guts (feat. Pharrell Williams),2,,2017-08-25,lil uzi vert neon guts,spotify:track:1MJErNPIQUoEMu4YUUmecm
,189229.0,True,,Lil Uzi Vert,,No Sleep Leak,1,,2017-08-25,lil uzi vert no sleep leak,spotify:track:0QV16pno66L6K3fn4W13b7
,207038.0,True,,Lil Uzi Vert,,Sauce It Up,15,,2017-08-25,lil uzi vert sauce it up,spotify:track:1uL78kFWxhz3umTMWJu8n5
,221746.0,True,,"Lil Uzi Vert, Oh Wonder",,The Way Life Goes (feat. Oh Wonder),22,,2017-08-25,lil uzi vert the way life goes,spotify:track:2eAZfqOm4EnOF9VvN50Tyc
,182706.0,True,,Lil Uzi Vert,,XO TOUR Llif3,1,,2017-08-25,lil uzi vert two,spotify:track:7GX5flRQZVHRAGd6B4TmDO
,190355.0,True,,"Lil Uzi Vert, The Weeknd",,UnFazed (feat. The Weeknd),1,,2017-08-25,lil uzi vert unfazed,spotify:track:5O8x1YlmLQopQHErxtDfi9
,173797.0,True,,Lil Uzi Vert,,X,2,,2017-08-25,lil uzi vert x,spotify:track:5tRmoZRoupvMYPV1oezFrH
,182706.0,True,,Lil Uzi Vert,,XO TOUR Llif3,34,,2017-08-25,lil uzi vert xo tour llif3,spotify:track:7GX5flRQZVHRAGd6B4TmDO
,187173.0,True,,Lil Xan,,Betrayed,19,,2018-04-06,lil xan betrayed,spotify:track:4vaxvNDaLSoD36iZX515ug
,153474.0,True,,"Lil Yachty, Trippie Redd",,66,1,,2018-03-09,lil yachty 66,spotify:track:6tarvNiKnEjYMj1VZhlDqR
,229525.0,True,,"Lil Yachty, Ugly God",,BOOM!,1,,2018-03-09,lil yachty boom!,spotify:track:2PsZsnqSMXt4oKi0xHVvgF
,139845.0,True,,"Lil Yachty, YoungBoy Never Broke Again",,NBAYOUNGBOAT,4,,2018-03-09,lil yachty nbayoungboat,spotify:track:6K2anECyrckidwf5wxS78Q
,247612.0,True,,"Lil Yachty, Migos",,Peek A Boo,4,,2017-04-13,lil yachty peek a boo,spotify:track:1iTWoKAdilGEmit6xhQZje
,200457.0,False,,"Lin-Manuel Miranda, Alex Lacamoire, Ana Villafañe, Anthony Ramos, Camila Cabello, Dessa, Ednita Nazario, Fat Joe, Gilberto Santa Rosa, Gina Rodriguez, Gloria Estefan, Jennifer Lopez, Joell Ortiz, John Leguizamo, Juan Luis Guerra 4.40, Luis Fonsi, Marc Anthony, Pj Sin Suela, Pedro Capó, Rita Moreno, Rubén Blades, Tommy Torres",,Almost Like Praying (feat. Artists for Puerto Rico),1,,2017-10-06,lin-manuel miranda almost like praying,spotify:track:3dskm5fAe8OkBtM9E0VVWx
,179242.0,False,,"Ben Platt, Lin-Manuel Miranda",,Found/Tonight,1,,2018-03-19,lin-manuel miranda found / tonight,spotify:track:0ileL1L3Vtpf5VZ5RQZ94m
,169800.0,True,,"Linkin Park, Kiiara",,Heavy (feat. Kiiara),19,,2017-05-19,linkin park heavy,spotify:track:104buTcnP2AsxqB7U1FIZ4
,216933.0,False,,Linkin Park,,In The End,1,,2000-10-24,linkin park in the end,spotify:track:60a0Rd6pjrkxjPbaKzXjfq
,185586.0,False,,Linkin Park,,Numb,1,,2003-03-24,linkin park numb,spotify:track:2nLtzopw4rPReszdYBJU6h
,260933.0,False,,Little Big Town,,Better Man,7,,2016-10-20,little big town better man,spotify:track:0jMikeoKkkSOby4ofddqYs
,250173.0,True,,"Logic, Alessia Cara, Khalid",,1-800-273-8255,41,,2017-05-05,logic 1-800-273-8255,spotify:track:5tz69p7tJuGPeMGwNTxYuV
,188600.0,True,,Logic,,44 More,5,,2018-03-09,logic 44 more,spotify:track:3e7Y6sfFlIdBMJhX7wpqVO
,331266.0,True,,"Logic, Damian Lemar Hudson",,Black SpiderMan,1,,2017-05-05,logic black spiderman,spotify:track:7BKUWh5sdtdS17crohRe4L
,221360.0,True,,Logic,,BoomTrap Protocol,1,,2018-03-09,logic boomtrap protocol,spotify:track:4fZxGiES1FKbNqJPrI4L3s
,217146.0,True,,Logic,,Contra,1,,2018-03-09,logic contra,spotify:track:7u90MSvVyEjL0c8icaE7jl
,250173.0,True,,"Logic, Alessia Cara, Khalid",,1-800-273-8255,2,,2017-05-05,logic everybody,spotify:track:5tz69p7tJuGPeMGwNTxYuV
,204746.0,True,,"Logic, Marshmello",,Everyday,13,,2018-03-09,logic everyday,spotify:track:4EAV2cKiqKP5UPZmY6dejk
,260320.0,True,,"Logic, Wiz Khalifa",,Indica Badu,1,,2018-03-09,logic indica badu,spotify:track:0jqBo5RYn008f4ZY8kPewW
,241426.0,True,,Logic,,Midnight,1,,2018-03-09,logic midnight,spotify:track:1GtVGc1UYin3zpMUdNSSpM
,217560.0,True,,Logic,,Overnight,1,,2018-03-09,logic overnight,spotify:track:3s3VVLE1kB7Xk2AoJKlGmr
,240093.0,True,,"Logic, Young Sinatra",,Warm It Up,1,,2018-03-09,logic warm it up,spotify:track:3W4JFzOQdo5J2Wgt9DFg24
,219480.0,True,,"Logic, Big Sean",,Wassup,1,,2018-03-09,logic wassup,spotify:track:5KVciTEfXvpcFHR3RFbtJy
,173693.0,True,,Logic,,Yuck,1,,2018-03-09,logic yuck,spotify:track:0D5CXSUx8GOCHSY8KWgi9h
,208226.0,False,,Lord Huron,,The Night We Met,4,,2015-04-07,lord huron the night we met,spotify:track:0QZ5yyl6B6utIWkxeBDxQN
,234652.0,False,,Lorde,,Green Light,9,,2017-06-16,lorde green light,spotify:track:6ie2Bw3xLj2JcGowOlcMhb
,214254.0,True,,"Lorde, Khalid, Post Malone, SZA",,Homemade Dynamite - REMIX,1,,2017-11-10,lorde homemade dynamite,spotify:track:5u64RlrnvvbtNh6R0EMh6o
,171727.0,False,,Lorde,,Liability,1,,2017-06-16,lorde liability,spotify:track:6Kkt27YmFyIFrcX3QXFi2o
,207786.0,False,,Loren Allred,,Never Enough,4,,2017-12-08,loren allred never enough,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J
,190427.0,True,,"Louis Tomlinson, Bebe Rexha, Digital Farm Animals",,Back to You (feat. Bebe Rexha & Digital Farm Animals),10,,2017-07-21,louis tomlinson back to you,spotify:track:7F9vK8hNFMml4GtHsaXui6
,228826.0,False,,"Luis Fonsi, Daddy Yankee, Justin Bieber",,Despacito - Remix,49,,2017-04-17,luis fonsi despacito,spotify:track:6rPO02ozF3bM7NnOV4h6s2
,173720.0,False,,"Luis Fonsi, Demi Lovato",,Échame La Culpa,19,,2017-11-17,luis fonsi echame la culpa,spotify:track:2hl6q70unbviGo3g1R7uFx
,206213.0,False,,Luke Bryan,,Fast,12,,2015-08-07,luke bryan fast,spotify:track:2gYiCTytrSRtuaHP1Nac6u
,177305.0,False,,Luke Bryan,,Light It Up,18,,2017-12-08,luke bryan light it up,spotify:track:5w3NgfV8v1nNZFLUBlGHIL
,221800.0,False,,Luke Bryan,,Most People Are Good,18,,2017-12-08,luke bryan most people are good,spotify:track:79LAFAkR1ATb4iIQvZuCL0
